,imgA,imgB,imgA_seg,imgB_seg
56007,img/WOMEN/Sweatshirts_Hoodies/id_00005560/01_1_front.jpg,img/WOMEN/Sweatshirts_Hoodies/id_00005560/01_2_side.jpg,img_seg/WOMEN/Sweatshirts_Hoodies/id_00005560/01_1_front_segment.png,img_seg/WOMEN/Sweatshirts_Hoodies/id_00005560/01_2_side_segment.png
56016,img/WOMEN/Tees_Tanks/id_00000574/02_2_side.jpg,img/WOMEN/Tees_Tanks/id_00000574/02_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00000574/02_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00000574/02_1_front_segment.png
56019,img/WOMEN/Tees_Tanks/id_00000574/02_1_front.jpg,img/WOMEN/Tees_Tanks/id_00000574/02_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00000574/02_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00000574/02_2_side_segment.png
56022,img/WOMEN/Blouses_Shirts/id_00002334/04_2_side.jpg,img/WOMEN/Blouses_Shirts/id_00002334/04_1_front.jpg,img_seg/WOMEN/Blouses_Shirts/id_00002334/04_2_side_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00002334/04_1_front_segment.png
56029,img/WOMEN/Blouses_Shirts/id_00002334/04_1_front.jpg,img/WOMEN/Blouses_Shirts/id_00002334/04_2_side.jpg,img_seg/WOMEN/Blouses_Shirts/id_00002334/04_1_front_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00002334/04_2_side_segment.png
56032,img/WOMEN/Dresses/id_00000411/03_1_front.jpg,img/WOMEN/Dresses/id_00000411/03_2_side.jpg,img_seg/WOMEN/Dresses/id_00000411/03_1_front_segment.png,img_seg/WOMEN/Dresses/id_00000411/03_2_side_segment.png
56035,img/WOMEN/Dresses/id_00000411/03_2_side.jpg,img/WOMEN/Dresses/id_00000411/03_1_front.jpg,img_seg/WOMEN/Dresses/id_00000411/03_2_side_segment.png,img_seg/WOMEN/Dresses/id_00000411/03_1_front_segment.png
56044,img/MEN/Sweaters/id_00001919/03_1_front.jpg,img/MEN/Sweaters/id_00001919/03_2_side.jpg,img_seg/MEN/Sweaters/id_00001919/03_1_front_segment.png,img_seg/MEN/Sweaters/id_00001919/03_2_side_segment.png
56046,img/MEN/Sweaters/id_00001919/03_2_side.jpg,img/MEN/Sweaters/id_00001919/03_1_front.jpg,img_seg/MEN/Sweaters/id_00001919/03_2_side_segment.png,img_seg/MEN/Sweaters/id_00001919/03_1_front_segment.png
56058,img/MEN/Tees_Tanks/id_00001481/01_2_side.jpg,img/MEN/Tees_Tanks/id_00001481/01_1_front.jpg,img_seg/MEN/Tees_Tanks/id_00001481/01_2_side_segment.png,img_seg/MEN/Tees_Tanks/id_00001481/01_1_front_segment.png
56061,img/MEN/Tees_Tanks/id_00001481/01_1_front.jpg,img/MEN/Tees_Tanks/id_00001481/01_2_side.jpg,img_seg/MEN/Tees_Tanks/id_00001481/01_1_front_segment.png,img_seg/MEN/Tees_Tanks/id_00001481/01_2_side_segment.png
56069,img/WOMEN/Sweatshirts_Hoodies/id_00000775/04_2_side.jpg,img/WOMEN/Sweatshirts_Hoodies/id_00000775/04_1_front.jpg,img_seg/WOMEN/Sweatshirts_Hoodies/id_00000775/04_2_side_segment.png,img_seg/WOMEN/Sweatshirts_Hoodies/id_00000775/04_1_front_segment.png
56074,img/WOMEN/Sweatshirts_Hoodies/id_00000775/04_1_front.jpg,img/WOMEN/Sweatshirts_Hoodies/id_00000775/04_2_side.jpg,img_seg/WOMEN/Sweatshirts_Hoodies/id_00000775/04_1_front_segment.png,img_seg/WOMEN/Sweatshirts_Hoodies/id_00000775/04_2_side_segment.png
56124,img/WOMEN/Tees_Tanks/id_00005318/02_1_front.jpg,img/WOMEN/Tees_Tanks/id_00005318/02_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00005318/02_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00005318/02_2_side_segment.png
56127,img/WOMEN/Tees_Tanks/id_00005318/02_2_side.jpg,img/WOMEN/Tees_Tanks/id_00005318/02_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00005318/02_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00005318/02_1_front_segment.png
56132,img/WOMEN/Blouses_Shirts/id_00005694/01_1_front.jpg,img/WOMEN/Blouses_Shirts/id_00005694/01_2_side.jpg,img_seg/WOMEN/Blouses_Shirts/id_00005694/01_1_front_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00005694/01_2_side_segment.png
56135,img/WOMEN/Blouses_Shirts/id_00005694/01_2_side.jpg,img/WOMEN/Blouses_Shirts/id_00005694/01_1_front.jpg,img_seg/WOMEN/Blouses_Shirts/id_00005694/01_2_side_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00005694/01_1_front_segment.png
56145,img/WOMEN/Tees_Tanks/id_00002271/05_2_side.jpg,img/WOMEN/Tees_Tanks/id_00002271/05_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00002271/05_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00002271/05_1_front_segment.png
56150,img/WOMEN/Tees_Tanks/id_00002271/05_1_front.jpg,img/WOMEN/Tees_Tanks/id_00002271/05_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00002271/05_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00002271/05_2_side_segment.png
56153,img/MEN/Tees_Tanks/id_00003768/01_1_front.jpg,img/MEN/Tees_Tanks/id_00003768/01_2_side.jpg,img_seg/MEN/Tees_Tanks/id_00003768/01_1_front_segment.png,img_seg/MEN/Tees_Tanks/id_00003768/01_2_side_segment.png
56158,img/MEN/Tees_Tanks/id_00003768/01_2_side.jpg,img/MEN/Tees_Tanks/id_00003768/01_1_front.jpg,img_seg/MEN/Tees_Tanks/id_00003768/01_2_side_segment.png,img_seg/MEN/Tees_Tanks/id_00003768/01_1_front_segment.png
56164,img/MEN/Tees_Tanks/id_00007966/01_2_side.jpg,img/MEN/Tees_Tanks/id_00007966/01_1_front.jpg,img_seg/MEN/Tees_Tanks/id_00007966/01_2_side_segment.png,img_seg/MEN/Tees_Tanks/id_00007966/01_1_front_segment.png
56167,img/MEN/Tees_Tanks/id_00007966/01_1_front.jpg,img/MEN/Tees_Tanks/id_00007966/01_2_side.jpg,img_seg/MEN/Tees_Tanks/id_00007966/01_1_front_segment.png,img_seg/MEN/Tees_Tanks/id_00007966/01_2_side_segment.png
56181,img/WOMEN/Dresses/id_00000700/01_2_side.jpg,img/WOMEN/Dresses/id_00000700/01_1_front.jpg,img_seg/WOMEN/Dresses/id_00000700/01_2_side_segment.png,img_seg/WOMEN/Dresses/id_00000700/01_1_front_segment.png
56186,img/WOMEN/Dresses/id_00000700/01_1_front.jpg,img/WOMEN/Dresses/id_00000700/01_2_side.jpg,img_seg/WOMEN/Dresses/id_00000700/01_1_front_segment.png,img_seg/WOMEN/Dresses/id_00000700/01_2_side_segment.png
56188,img/WOMEN/Tees_Tanks/id_00000102/04_2_side.jpg,img/WOMEN/Tees_Tanks/id_00000102/04_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00000102/04_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00000102/04_1_front_segment.png
56191,img/WOMEN/Tees_Tanks/id_00000102/04_1_front.jpg,img/WOMEN/Tees_Tanks/id_00000102/04_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00000102/04_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00000102/04_2_side_segment.png
56200,img/WOMEN/Tees_Tanks/id_00002577/05_1_front.jpg,img/WOMEN/Tees_Tanks/id_00002577/05_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00002577/05_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00002577/05_2_side_segment.png
56202,img/WOMEN/Tees_Tanks/id_00002577/05_2_side.jpg,img/WOMEN/Tees_Tanks/id_00002577/05_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00002577/05_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00002577/05_1_front_segment.png
56215,img/WOMEN/Jackets_Coats/id_00006569/01_2_side.jpg,img/WOMEN/Jackets_Coats/id_00006569/01_1_front.jpg,img_seg/WOMEN/Jackets_Coats/id_00006569/01_2_side_segment.png,img_seg/WOMEN/Jackets_Coats/id_00006569/01_1_front_segment.png
56217,img/WOMEN/Jackets_Coats/id_00006569/01_1_front.jpg,img/WOMEN/Jackets_Coats/id_00006569/01_2_side.jpg,img_seg/WOMEN/Jackets_Coats/id_00006569/01_1_front_segment.png,img_seg/WOMEN/Jackets_Coats/id_00006569/01_2_side_segment.png
56222,img/WOMEN/Jackets_Coats/id_00007577/01_2_side.jpg,img/WOMEN/Jackets_Coats/id_00007577/01_1_front.jpg,img_seg/WOMEN/Jackets_Coats/id_00007577/01_2_side_segment.png,img_seg/WOMEN/Jackets_Coats/id_00007577/01_1_front_segment.png
56225,img/WOMEN/Jackets_Coats/id_00007577/01_1_front.jpg,img/WOMEN/Jackets_Coats/id_00007577/01_2_side.jpg,img_seg/WOMEN/Jackets_Coats/id_00007577/01_1_front_segment.png,img_seg/WOMEN/Jackets_Coats/id_00007577/01_2_side_segment.png
56235,img/WOMEN/Dresses/id_00003878/02_1_front.jpg,img/WOMEN/Dresses/id_00003878/02_2_side.jpg,img_seg/WOMEN/Dresses/id_00003878/02_1_front_segment.png,img_seg/WOMEN/Dresses/id_00003878/02_2_side_segment.png
56240,img/WOMEN/Dresses/id_00003878/02_2_side.jpg,img/WOMEN/Dresses/id_00003878/02_1_front.jpg,img_seg/WOMEN/Dresses/id_00003878/02_2_side_segment.png,img_seg/WOMEN/Dresses/id_00003878/02_1_front_segment.png
56243,img/WOMEN/Dresses/id_00005907/01_1_front.jpg,img/WOMEN/Dresses/id_00005907/01_2_side.jpg,img_seg/WOMEN/Dresses/id_00005907/01_1_front_segment.png,img_seg/WOMEN/Dresses/id_00005907/01_2_side_segment.png
56246,img/WOMEN/Dresses/id_00005907/01_2_side.jpg,img/WOMEN/Dresses/id_00005907/01_1_front.jpg,img_seg/WOMEN/Dresses/id_00005907/01_2_side_segment.png,img_seg/WOMEN/Dresses/id_00005907/01_1_front_segment.png
56253,img/WOMEN/Tees_Tanks/id_00006066/03_2_side.jpg,img/WOMEN/Tees_Tanks/id_00006066/03_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00006066/03_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00006066/03_1_front_segment.png
56258,img/WOMEN/Tees_Tanks/id_00006066/03_1_front.jpg,img/WOMEN/Tees_Tanks/id_00006066/03_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00006066/03_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00006066/03_2_side_segment.png
56260,img/MEN/Shirts_Polos/id_00004794/05_2_side.jpg,img/MEN/Shirts_Polos/id_00004794/05_1_front.jpg,img_seg/MEN/Shirts_Polos/id_00004794/05_2_side_segment.png,img_seg/MEN/Shirts_Polos/id_00004794/05_1_front_segment.png
56262,img/MEN/Shirts_Polos/id_00004794/05_1_front.jpg,img/MEN/Shirts_Polos/id_00004794/05_2_side.jpg,img_seg/MEN/Shirts_Polos/id_00004794/05_1_front_segment.png,img_seg/MEN/Shirts_Polos/id_00004794/05_2_side_segment.png
56267,img/WOMEN/Tees_Tanks/id_00000079/08_1_front.jpg,img/WOMEN/Tees_Tanks/id_00000079/08_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00000079/08_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00000079/08_2_side_segment.png
56272,img/WOMEN/Tees_Tanks/id_00000079/08_2_side.jpg,img/WOMEN/Tees_Tanks/id_00000079/08_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00000079/08_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00000079/08_1_front_segment.png
56291,img/WOMEN/Blouses_Shirts/id_00003472/05_1_front.jpg,img/WOMEN/Blouses_Shirts/id_00003472/05_2_side.jpg,img_seg/WOMEN/Blouses_Shirts/id_00003472/05_1_front_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00003472/05_2_side_segment.png
56296,img/WOMEN/Blouses_Shirts/id_00003472/05_2_side.jpg,img/WOMEN/Blouses_Shirts/id_00003472/05_1_front.jpg,img_seg/WOMEN/Blouses_Shirts/id_00003472/05_2_side_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00003472/05_1_front_segment.png
56303,img/WOMEN/Dresses/id_00005448/09_2_side.jpg,img/WOMEN/Dresses/id_00005448/09_1_front.jpg,img_seg/WOMEN/Dresses/id_00005448/09_2_side_segment.png,img_seg/WOMEN/Dresses/id_00005448/09_1_front_segment.png
56306,img/WOMEN/Dresses/id_00005448/09_1_front.jpg,img/WOMEN/Dresses/id_00005448/09_2_side.jpg,img_seg/WOMEN/Dresses/id_00005448/09_1_front_segment.png,img_seg/WOMEN/Dresses/id_00005448/09_2_side_segment.png
56320,img/WOMEN/Tees_Tanks/id_00002617/06_1_front.jpg,img/WOMEN/Tees_Tanks/id_00002617/06_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00002617/06_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00002617/06_2_side_segment.png
56323,img/WOMEN/Tees_Tanks/id_00002617/06_2_side.jpg,img/WOMEN/Tees_Tanks/id_00002617/06_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00002617/06_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00002617/06_1_front_segment.png
56340,img/WOMEN/Blouses_Shirts/id_00006221/02_1_front.jpg,img/WOMEN/Blouses_Shirts/id_00006221/02_2_side.jpg,img_seg/WOMEN/Blouses_Shirts/id_00006221/02_1_front_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00006221/02_2_side_segment.png
56343,img/WOMEN/Blouses_Shirts/id_00006221/02_2_side.jpg,img/WOMEN/Blouses_Shirts/id_00006221/02_1_front.jpg,img_seg/WOMEN/Blouses_Shirts/id_00006221/02_2_side_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00006221/02_1_front_segment.png
56349,img/WOMEN/Tees_Tanks/id_00005083/02_2_side.jpg,img/WOMEN/Tees_Tanks/id_00005083/02_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00005083/02_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00005083/02_1_front_segment.png
56351,img/WOMEN/Tees_Tanks/id_00005083/02_1_front.jpg,img/WOMEN/Tees_Tanks/id_00005083/02_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00005083/02_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00005083/02_2_side_segment.png
56366,img/WOMEN/Dresses/id_00005933/02_1_front.jpg,img/WOMEN/Dresses/id_00005933/02_2_side.jpg,img_seg/WOMEN/Dresses/id_00005933/02_1_front_segment.png,img_seg/WOMEN/Dresses/id_00005933/02_2_side_segment.png
56373,img/WOMEN/Dresses/id_00005933/02_2_side.jpg,img/WOMEN/Dresses/id_00005933/02_1_front.jpg,img_seg/WOMEN/Dresses/id_00005933/02_2_side_segment.png,img_seg/WOMEN/Dresses/id_00005933/02_1_front_segment.png
56383,img/WOMEN/Graphic_Tees/id_00002137/01_2_side.jpg,img/WOMEN/Graphic_Tees/id_00002137/01_1_front.jpg,img_seg/WOMEN/Graphic_Tees/id_00002137/01_2_side_segment.png,img_seg/WOMEN/Graphic_Tees/id_00002137/01_1_front_segment.png
56388,img/WOMEN/Graphic_Tees/id_00002137/01_1_front.jpg,img/WOMEN/Graphic_Tees/id_00002137/01_2_side.jpg,img_seg/WOMEN/Graphic_Tees/id_00002137/01_1_front_segment.png,img_seg/WOMEN/Graphic_Tees/id_00002137/01_2_side_segment.png
56395,img/WOMEN/Dresses/id_00004743/02_2_side.jpg,img/WOMEN/Dresses/id_00004743/02_1_front.jpg,img_seg/WOMEN/Dresses/id_00004743/02_2_side_segment.png,img_seg/WOMEN/Dresses/id_00004743/02_1_front_segment.png
56400,img/WOMEN/Dresses/id_00004743/02_1_front.jpg,img/WOMEN/Dresses/id_00004743/02_2_side.jpg,img_seg/WOMEN/Dresses/id_00004743/02_1_front_segment.png,img_seg/WOMEN/Dresses/id_00004743/02_2_side_segment.png
56408,img/WOMEN/Blouses_Shirts/id_00003914/08_2_side.jpg,img/WOMEN/Blouses_Shirts/id_00003914/08_1_front.jpg,img_seg/WOMEN/Blouses_Shirts/id_00003914/08_2_side_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00003914/08_1_front_segment.png
56415,img/WOMEN/Blouses_Shirts/id_00003914/08_1_front.jpg,img/WOMEN/Blouses_Shirts/id_00003914/08_2_side.jpg,img_seg/WOMEN/Blouses_Shirts/id_00003914/08_1_front_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00003914/08_2_side_segment.png
56430,img/WOMEN/Dresses/id_00005937/01_2_side.jpg,img/WOMEN/Dresses/id_00005937/01_1_front.jpg,img_seg/WOMEN/Dresses/id_00005937/01_2_side_segment.png,img_seg/WOMEN/Dresses/id_00005937/01_1_front_segment.png
56432,img/WOMEN/Dresses/id_00005937/01_1_front.jpg,img/WOMEN/Dresses/id_00005937/01_2_side.jpg,img_seg/WOMEN/Dresses/id_00005937/01_1_front_segment.png,img_seg/WOMEN/Dresses/id_00005937/01_2_side_segment.png
56440,img/MEN/Sweatshirts_Hoodies/id_00006929/12_2_side.jpg,img/MEN/Sweatshirts_Hoodies/id_00006929/12_1_front.jpg,img_seg/MEN/Sweatshirts_Hoodies/id_00006929/12_2_side_segment.png,img_seg/MEN/Sweatshirts_Hoodies/id_00006929/12_1_front_segment.png
56443,img/MEN/Sweatshirts_Hoodies/id_00006929/12_1_front.jpg,img/MEN/Sweatshirts_Hoodies/id_00006929/12_2_side.jpg,img_seg/MEN/Sweatshirts_Hoodies/id_00006929/12_1_front_segment.png,img_seg/MEN/Sweatshirts_Hoodies/id_00006929/12_2_side_segment.png
56449,img/WOMEN/Tees_Tanks/id_00005874/02_1_front.jpg,img/WOMEN/Tees_Tanks/id_00005874/02_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00005874/02_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00005874/02_2_side_segment.png
56454,img/WOMEN/Tees_Tanks/id_00005874/02_2_side.jpg,img/WOMEN/Tees_Tanks/id_00005874/02_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00005874/02_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00005874/02_1_front_segment.png
56470,img/WOMEN/Tees_Tanks/id_00001665/07_1_front.jpg,img/WOMEN/Tees_Tanks/id_00001665/07_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00001665/07_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00001665/07_2_side_segment.png
56473,img/WOMEN/Tees_Tanks/id_00001665/07_2_side.jpg,img/WOMEN/Tees_Tanks/id_00001665/07_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00001665/07_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00001665/07_1_front_segment.png
56474,img/WOMEN/Blouses_Shirts/id_00007271/03_1_front.jpg,img/WOMEN/Blouses_Shirts/id_00007271/03_2_side.jpg,img_seg/WOMEN/Blouses_Shirts/id_00007271/03_1_front_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00007271/03_2_side_segment.png
56476,img/WOMEN/Blouses_Shirts/id_00007271/03_2_side.jpg,img/WOMEN/Blouses_Shirts/id_00007271/03_1_front.jpg,img_seg/WOMEN/Blouses_Shirts/id_00007271/03_2_side_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00007271/03_1_front_segment.png
56483,img/WOMEN/Tees_Tanks/id_00005316/11_2_side.jpg,img/WOMEN/Tees_Tanks/id_00005316/11_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00005316/11_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00005316/11_1_front_segment.png
56486,img/WOMEN/Tees_Tanks/id_00005316/11_1_front.jpg,img/WOMEN/Tees_Tanks/id_00005316/11_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00005316/11_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00005316/11_2_side_segment.png
56493,img/WOMEN/Dresses/id_00003701/03_1_front.jpg,img/WOMEN/Dresses/id_00003701/03_2_side.jpg,img_seg/WOMEN/Dresses/id_00003701/03_1_front_segment.png,img_seg/WOMEN/Dresses/id_00003701/03_2_side_segment.png
56498,img/WOMEN/Dresses/id_00003701/03_2_side.jpg,img/WOMEN/Dresses/id_00003701/03_1_front.jpg,img_seg/WOMEN/Dresses/id_00003701/03_2_side_segment.png,img_seg/WOMEN/Dresses/id_00003701/03_1_front_segment.png
56502,img/WOMEN/Tees_Tanks/id_00004092/03_1_front.jpg,img/WOMEN/Tees_Tanks/id_00004092/03_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00004092/03_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00004092/03_2_side_segment.png
56509,img/WOMEN/Tees_Tanks/id_00004092/03_2_side.jpg,img/WOMEN/Tees_Tanks/id_00004092/03_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00004092/03_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00004092/03_1_front_segment.png
56512,img/WOMEN/Dresses/id_00004311/01_2_side.jpg,img/WOMEN/Dresses/id_00004311/01_1_front.jpg,img_seg/WOMEN/Dresses/id_00004311/01_2_side_segment.png,img_seg/WOMEN/Dresses/id_00004311/01_1_front_segment.png
56515,img/WOMEN/Dresses/id_00004311/01_1_front.jpg,img/WOMEN/Dresses/id_00004311/01_2_side.jpg,img_seg/WOMEN/Dresses/id_00004311/01_1_front_segment.png,img_seg/WOMEN/Dresses/id_00004311/01_2_side_segment.png
56526,img/WOMEN/Dresses/id_00005582/02_2_side.jpg,img/WOMEN/Dresses/id_00005582/02_1_front.jpg,img_seg/WOMEN/Dresses/id_00005582/02_2_side_segment.png,img_seg/WOMEN/Dresses/id_00005582/02_1_front_segment.png
56533,img/WOMEN/Dresses/id_00005582/02_1_front.jpg,img/WOMEN/Dresses/id_00005582/02_2_side.jpg,img_seg/WOMEN/Dresses/id_00005582/02_1_front_segment.png,img_seg/WOMEN/Dresses/id_00005582/02_2_side_segment.png
56538,img/MEN/Tees_Tanks/id_00002163/06_1_front.jpg,img/MEN/Tees_Tanks/id_00002163/06_2_side.jpg,img_seg/MEN/Tees_Tanks/id_00002163/06_1_front_segment.png,img_seg/MEN/Tees_Tanks/id_00002163/06_2_side_segment.png
56545,img/MEN/Tees_Tanks/id_00002163/06_2_side.jpg,img/MEN/Tees_Tanks/id_00002163/06_1_front.jpg,img_seg/MEN/Tees_Tanks/id_00002163/06_2_side_segment.png,img_seg/MEN/Tees_Tanks/id_00002163/06_1_front_segment.png
56548,img/WOMEN/Tees_Tanks/id_00007191/04_2_side.jpg,img/WOMEN/Tees_Tanks/id_00007191/04_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00007191/04_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00007191/04_1_front_segment.png
56550,img/WOMEN/Tees_Tanks/id_00007191/04_1_front.jpg,img/WOMEN/Tees_Tanks/id_00007191/04_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00007191/04_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00007191/04_2_side_segment.png
56555,img/WOMEN/Tees_Tanks/id_00007514/04_1_front.jpg,img/WOMEN/Tees_Tanks/id_00007514/04_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00007514/04_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00007514/04_2_side_segment.png
56560,img/WOMEN/Tees_Tanks/id_00007514/04_2_side.jpg,img/WOMEN/Tees_Tanks/id_00007514/04_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00007514/04_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00007514/04_1_front_segment.png
56585,img/WOMEN/Dresses/id_00006442/02_2_side.jpg,img/WOMEN/Dresses/id_00006442/02_1_front.jpg,img_seg/WOMEN/Dresses/id_00006442/02_2_side_segment.png,img_seg/WOMEN/Dresses/id_00006442/02_1_front_segment.png
56595,img/WOMEN/Dresses/id_00006442/02_1_front.jpg,img/WOMEN/Dresses/id_00006442/02_2_side.jpg,img_seg/WOMEN/Dresses/id_00006442/02_1_front_segment.png,img_seg/WOMEN/Dresses/id_00006442/02_2_side_segment.png
56609,img/WOMEN/Tees_Tanks/id_00002885/08_1_front.jpg,img/WOMEN/Tees_Tanks/id_00002885/08_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00002885/08_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00002885/08_2_side_segment.png
56614,img/WOMEN/Tees_Tanks/id_00002885/08_2_side.jpg,img/WOMEN/Tees_Tanks/id_00002885/08_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00002885/08_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00002885/08_1_front_segment.png
56630,img/WOMEN/Tees_Tanks/id_00000430/04_1_front.jpg,img/WOMEN/Tees_Tanks/id_00000430/04_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00000430/04_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00000430/04_2_side_segment.png
56633,img/WOMEN/Tees_Tanks/id_00000430/04_2_side.jpg,img/WOMEN/Tees_Tanks/id_00000430/04_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00000430/04_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00000430/04_1_front_segment.png
56635,img/WOMEN/Blouses_Shirts/id_00006638/01_2_side.jpg,img/WOMEN/Blouses_Shirts/id_00006638/01_1_front.jpg,img_seg/WOMEN/Blouses_Shirts/id_00006638/01_2_side_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00006638/01_1_front_segment.png
56640,img/WOMEN/Blouses_Shirts/id_00006638/01_1_front.jpg,img/WOMEN/Blouses_Shirts/id_00006638/01_2_side.jpg,img_seg/WOMEN/Blouses_Shirts/id_00006638/01_1_front_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00006638/01_2_side_segment.png
56647,img/MEN/Sweatshirts_Hoodies/id_00007717/01_1_front.jpg,img/MEN/Sweatshirts_Hoodies/id_00007717/01_2_side.jpg,img_seg/MEN/Sweatshirts_Hoodies/id_00007717/01_1_front_segment.png,img_seg/MEN/Sweatshirts_Hoodies/id_00007717/01_2_side_segment.png
56652,img/MEN/Sweatshirts_Hoodies/id_00007717/01_2_side.jpg,img/MEN/Sweatshirts_Hoodies/id_00007717/01_1_front.jpg,img_seg/MEN/Sweatshirts_Hoodies/id_00007717/01_2_side_segment.png,img_seg/MEN/Sweatshirts_Hoodies/id_00007717/01_1_front_segment.png
56660,img/WOMEN/Tees_Tanks/id_00005370/05_2_side.jpg,img/WOMEN/Tees_Tanks/id_00005370/05_1_front.jpg,img_seg/WOMEN/Tees_Tanks/id_00005370/05_2_side_segment.png,img_seg/WOMEN/Tees_Tanks/id_00005370/05_1_front_segment.png
56667,img/WOMEN/Tees_Tanks/id_00005370/05_1_front.jpg,img/WOMEN/Tees_Tanks/id_00005370/05_2_side.jpg,img_seg/WOMEN/Tees_Tanks/id_00005370/05_1_front_segment.png,img_seg/WOMEN/Tees_Tanks/id_00005370/05_2_side_segment.png
56689,img/WOMEN/Blouses_Shirts/id_00005737/03_1_front.jpg,img/WOMEN/Blouses_Shirts/id_00005737/03_2_side.jpg,img_seg/WOMEN/Blouses_Shirts/id_00005737/03_1_front_segment.png,img_seg/WOMEN/Blouses_Shirts/id_00005737/03_2_side_segment.png
